community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 2636,"['breakfast', 'muttertag', 'sommer', 'mothersday', 'cake', 'ferien', 'kaffee', 'spring']",49.0,,,,,,,,,
community cluster 2637,"['zeitung', 'summertime', 'falstaffmagazine', 'kaffeepause', 'coffeelovers', 'falstaff', 'coffeelover', 'coffeetime']",31.0,,,,,,,,,
community cluster 2638,"['zeitung', 'kaffeepause', 'coffeelovers', 'hundeliebe', 'falstaff', 'coffeelover', 'gastronomie']",24.75,,,,,,,,,
community cluster 2639,"['zeitung', 'falstaffmagazine', 'kaffeepause', 'coffeelovers', 'coffeelover']",19.25,,,,,,,,,
community cluster 2640,"['breakfast', 'summertime', 'foodporn', 'mothersday', 'sunday', 'brunch', 'vote', 'igersgraz']",68.0,,,,,,,,,
community cluster 2641,"['foodporn', 'local', 'brunch', 'wochenende', 'instagood', 'igersgraz', 'staytuned', 'localbusiness']",67.0,,,,,,,,,
community cluster 2642,"['takeaway', 'sommer', 'foodlover', 'weekendvibes', 'igersgraz', 'kaffee', 'igersaustria']",79.875,,,,,,,,,
community cluster 2643,"['summertime', 'muttertag', 'foodlover', 'mothersday', 'coffeelover', 'coffeetime', 'kaffee', 'spring']",52.0,,,,,,,,,
community cluster 2644,"['muttertag', 'sommer', 'mothersday', 'sunday', 'ferien', 'coffeetime', 'kaffee', 'spring']",48.0,,,,,,,,,
community cluster 2645,"['zeitung', 'summertime', 'kaffeepause', 'foodlover', 'coffeelovers', 'coffeetime']",36.25,,,,,,,,,
community cluster 2646,"['local', 'sommer', 'localbrand', 'supportyourlocal', 'ostern', 'weekendvibes', 'localbusiness']",49.5,,,,,,,,,
community cluster 2647,"['takeaway', 'valentinesday', 'muttertag', 'sommer', 'instagood', 'frühling', 'ostern', 'staytuned']",50.0,,,,,,,,,
community cluster 2648,"['summertime', 'kaffeepause', 'foodporn', 'local', 'reopening', 'vote', 'coffeetime', 'igersaustria']",54.0,,,,,,,,,
community cluster 2649,"['takeaway', 'summertime', 'foodlover', 'coffeelovers', 'reopening', 'sunday', 'supportyourlocal', 'igersaustria']",59.0,,,,,,,,,
community cluster 2650,"['local', 'foodlover', 'sunday', 'localbrand', 'frühling', 'staytuned', 'localbusiness']",47.25,,,,,,,,,
community cluster 2651,"['muttertag', 'foodlover', 'coffeelovers', 'reopening', 'sunday', 'hundeliebe', 'coffeetime', 'gastronomie']",42.0,,,,,,,,,
community cluster 2652,"['summertime', 'muttertag', 'frühstück', 'mothersday', 'sunday', 'ferien']",45.0,,,,,,,,,
community cluster 2653,"['summertime', 'muttertag', 'igersstyria', 'mothersday', 'ferien', 'frühling', 'coffeetime', 'spring']",45.0,,,,,,,,,
community cluster 2654,"['summertime', 'muttertag', 'mothersday', 'hundeliebe', 'vote', 'frühling', 'gastronomie', 'spring']",42.0,,,,,,,,,
community cluster 2655,"['muttertag', 'mothersday', 'hundeliebe', 'frühling', 'coffeetime', 'gastronomie', 'spring']",40.5,,,,,,,,,
community cluster 2656,"['österreichurlaub', 'igersstyria', 'styrialove', 'foodporn', 'styriagram', 'österreichliebe', 'steiermark', 'österreichtour']",36.0,,,,,,,,,
community cluster 2657,"['muttertag', 'local', 'localbrand', 'holidays', 'frühling', 'localbusiness']",45.0,,,,,,,,,
community cluster 2658,"['beer', 'erfrischend', 'lecker', 'summerfeeling', 'holidays', 'lemon', 'igersgraz', 'regional']",61.0,,,,,,,,,
community cluster 2659,"['beer', 'vegan', 'madeinaustria', 'veggie', 'bier', 'drinks', 'organic', 'drinkstagram']",53.0,,,,,,,,,
community cluster 2660,"['beer', 'summerfeeling', 'graz', 'lemon', 'durstlöscher', 'urbandrinks']",20.0,,,,,,,,,
community cluster 2661,"['erfrischend', 'news', 'natur', 'holidays', 'drinks', 'abkühlung', 'erfrischung']",49.5,,,,,,,,,
community cluster 2662,"['erfrischend', 'happy', 'summerfeeling', 'bier', 'Gewinnspiel', 'graz', 'holidays', 'drinkstagram']",39.0,,,,,,,,,
community cluster 2663,"['gewinnspiel', 'goodvibes', 'summervibes', 'bier', 'cheers', 'sonne', 'holidays', 'kids']",61.0,,,,,,,,,
community cluster 2664,"['freude', 'happy', 'summerfeeling', 'sommer', 'genießen', 'holidays', 'lemon', 'regional']",51.0,,,,,,,,,
community cluster 2665,"['vegan', 'genuss', 'madeinaustria', 'veggie', 'Gewinnspiel', 'steiermark', 'holidays', 'drinkstagram']",67.0,,,,,,,,,
community cluster 2666,"['urlaub', 'cinema', 'familie', 'holidays', 'food', 'win', 'healthyfood', 'organic']",52.0,,,,,,,,,
community cluster 2667,"['lecker', 'sommer', 'summerfeeling', 'regional', 'summervibes', 'graz', 'lemon', 'summer']",49.0,,,,,,,,,
community cluster 2668,"['vegan', 'summerfeeling', 'madeinaustria', 'veggie', 'steiermark', 'igersgraz', 'organic', 'drinkstagram']",79.0,,,,,,,,,
community cluster 2669,"['freude', 'urlaub', 'summerfeeling', 'love', 'familie', 'bier', 'graz', 'drinks']",46.0,,,,,,,,,
community cluster 2670,"['goodvibes', 'freude', 'happy', 'lecker', 'sommer', 'summervibes', 'food', 'healthyfood']",79.0,,,,,,,,,
community cluster 2671,"['muttertag', 'freude', 'shopping', 'urlaub', 'cinema', 'happy', 'tasty', 'kids']",45.0,,,,,,,,,
community cluster 2672,"['2min2mio', 'happy', 'genießen', 'genuss', 'sommer', 'Gewinnspiel', 'win', 'regional']",56.0,,,,,,,,,
community cluster 2673,"['newin', 'happy', 'frisch', 'matetea', 'graz', 'sonne', 'startup', 'frühling']",42.0,,,,,,,,,
community cluster 2674,"['2min2mio', 'genießen', 'madeinaustria', 'veganaustria', 'veggie', 'frisch', 'graz', 'lemon']",27.0,,,,,,,,,
community cluster 2675,"['goodvibes', 'lecker', 'microgreens', 'graz', 'sonne', 'frühling', 'snack']",37.125,,,,,,,,,
community cluster 2676,"['goodvibes', 'sommer', 'matetea', 'icetea', 'startup', 'eistee', 'abkühlung']",57.375,,,,,,,,,
community cluster 2677,"['madeinaustria', 'veggie', 'bier', 'steiermark', 'lemon', 'igersgraz', 'regional', 'drinkstagram']",65.0,,,,,,,,,
community cluster 2678,"['lecker', 'shopping', 'cinema', 'natur', 'familie', 'frisch', 'lemon', 'drinks']",44.0,,,,,,,,,
community cluster 2679,"['genießen', 'lecker', 'veggie', 'frisch', 'feiern', 'food', 'igersgraz', 'regional']",63.0,,,,,,,,,
community cluster 2680,"['lecker', 'madeinaustria', 'summervibes', 'veggie', 'veganaustria', 'verrücktnachmarry', 'plantbased', 'drinkstagram']",54.0,,,,,,,,,
community cluster 2681,"['lecker', 'sommer', 'shopping', 'cinema', 'bier', 'kids', 'drinks']",43.875,,,,,,,,,
community cluster 2682,"['2min2mio', 'news', 'natur', 'abkühlung', 'steiermark', 'icetea', 'eistee', 'summer']",54.0,,,,,,,,,
community cluster 2683,"['sommer', 'madeinaustria', 'summervibes', 'veggie', 'tasty', 'sonne', 'regional', 'drinkstagram']",59.0,,,,,,,,,
community cluster 2684,"['family', 'sommer', 'love', 'familie', 'regional', 'durstlöscher', 'summer', 'urbandrinks']",53.0,,,,,,,,,
community cluster 2685,"['genießen', 'genuss', 'veggie', 'Gewinnspiel', 'food', 'igersgraz', 'frühling', 'summer']",60.0,,,,,,,,,
community cluster 2686,"['muttertag', 'summer', 'genießen', 'urlaub', 'natur', 'feiern', 'drinks', 'abkühlung']",42.0,,,,,,,,,
community cluster 2687,"['goodvibes', '2min2mio', 'summervibes', 'Gewinnspiel', 'steiermark', 'matetea', 'drink', 'drinkstagram']",67.0,,,,,,,,,
community cluster 2688,"['summer', 'local', 'madeinaustria', 'veganaustria', 'microgreens', 'tasty', 'verrücktnachmarry', 'regional']",36.0,,,,,,,,,
community cluster 2689,"['urlaub', 'cinema', 'regional', 'summervibes', 'abkühlung', 'mixing', 'drinks', 'summer']",47.0,,,,,,,,,
community cluster 2690,"['newin', 'genuss', 'summervibes', 'tasty', 'selfmade', 'sonne', 'kids']",51.75,,,,,,,,,
community cluster 2691,"['muttertag', 'veggie', 'bier', 'Gewinnspiel', 'food', 'igersgraz', 'regional', 'drinkstagram']",62.0,,,,,,,,,
community cluster 2692,"['organic', 'madeinaustria', 'veggie', 'bier', 'durstlöscher', 'regional', 'urbandrinks', 'drinkstagram']",37.0,,,,,,,,,
community cluster 2693,"['goodvibes', 'family', 'local', 'genuss', 'love', 'cinema', 'familie', 'healthyfood']",64.0,,,,,,,,,
community cluster 2694,"['refresh', '2min2mio', 'madeinaustria', 'veganaustria', 'veggie', 'microgreens', 'igersgraz', 'snack']",48.0,,,,,,,,,
community cluster 2695,"['cocktail', 'newin', 'urlaub', 'bier', 'matetea', 'igersgraz', 'feiern', 'berries']",48.0,,,,,,,,,
community cluster 2696,"['vegan', 'madeinaustria', 'veggie', 'steiermark', 'igersgraz', 'organic', 'urbandrinks', 'drinkstagram']",78.0,,,,,,,,,
community cluster 2697,"['refresh', '2min2mio', 'local', 'madeinaustria', 'veggie', 'Gewinnspiel', 'steiermark', 'drinkstagram']",51.0,,,,,,,,,
community cluster 2698,"['muttertag', 'bier', 'abkühlung', 'steiermark', 'matetea', 'win', 'organic', 'berries']",53.0,,,,,,,,,
community cluster 2699,"['local', 'madeinaustria', 'bier', 'veggie', 'Gewinnspiel', 'matetea', 'drinks', 'drinkstagram']",39.0,,,,,,,,,
community cluster 2700,"['goodvibes', 'refresh', '2min2mio', 'local', 'newin', 'win', 'verrücktnachmarry', 'lifestyle']",44.0,,,,,,,,,
community cluster 2701,"['vegan', 'microgreens', 'veganaustria', 'bier', 'healthyfood', 'verrücktnachmarry', 'snack', 'plantbased']",44.0,,,,,,,,,
community cluster 2702,"['2min2mio', 'microgreens', 'veganaustria', 'tasty', 'selfmade', 'food', 'drinks', 'berries']",47.0,,,,,,,,,
community cluster 2703,"['cocktail', 'urlaub', 'veggie', 'bier', 'feiern', 'frühling', 'organic', 'drinkstagram']",40.0,,,,,,,,,
community cluster 2704,"['gewinnspiel', 'muttertag', 'love', 'natur', 'veggie', 'Gewinnspiel', 'healthyfood', 'drinks']",76.0,,,,,,,,,
community cluster 2705,"['family', '2min2mio', 'shopping', 'refresh', 'cinema', 'matetea', 'healthyfood', 'verrücktnachmarry']",43.0,,,,,,,,,
community cluster 2706,"['gewinnspiel', 'goodvibes', 'refresh', 'bier', 'Gewinnspiel', 'verrücktnachmarry', 'drinkstagram']",46.125,,,,,,,,,
community cluster 2707,"['microgreens', 'tasty', 'food', 'healthyfood', 'verrücktnachmarry', 'snack', 'plantbased']",48.375,,,,,,,,,
community cluster 2708,"['muttertag', 'family', 'shopping', 'Gewinnspiel', 'win', 'drinks', 'abkühlung', 'lifestyle']",53.0,,,,,,,,,
community cluster 2709,"['urlaub', 'shopping', 'cinema', 'love', 'bier', 'drinks', 'organic', 'urbandrinks']",53.0,,,,,,,,,
community cluster 2710,"['goodvibes', 'urlaub', 'microgreens', 'familie', 'sonne', 'frühling', 'kids', 'healthyfood']",38.0,,,,,,,,,
community cluster 2711,"['goodvibes', 'microgreens', 'tasty', 'sonne', 'food', 'frühling', 'snack']",47.25,,,,,,,,,
community cluster 2712,"['gewinnspiel', 'goodvibes', 'tasty', 'sonne', 'frühling', 'win', 'kids', 'localbusiness']",52.0,,,,,,,,,
community cluster 2713,"['newin', 'family', 'fresh', 'selfmade', 'mixing', 'win', 'lifestyle']",41.625,,,,,,,,,
community cluster 2714,"['muttertag', 'urlaub', 'shopping', 'cinema', 'familie', 'kids', 'food', 'feiern']",36.0,,,,,,,,,
community cluster 2715,"['goodvibes', 'family', 'newin', 'shopping', 'cinema', 'fresh', 'selfmade', 'matetea']",39.0,,,,,,,,,
community cluster 2716,"['muttertag', 'goodvibes', 'urlaub', 'familie', 'natur', 'drinks', 'localbusiness', 'berries']",51.0,,,,,,,,,
community cluster 2717,"['urlaub', 'shopping', 'cinema', 'tasty', 'matetea', 'sonne', 'frühling', 'kids']",34.0,,,,,,,,,
community cluster 2718,"['family', 'familie', 'tasty', 'sonne', 'frühling', 'kids']",41.25,,,,,,,,,
community cluster 2719,"['cocktail', 'urlaub', 'cinema', 'love', 'sonne', 'kids', 'frühling']",51.75,,,,,,,,,
community cluster 2720,"['muttertag', 'shopping', 'cinema', 'love', 'sonne', 'kids']",50.0,,,,,,,,,
community cluster 2721,"['muttertag', 'family', 'urlaub', 'natur', 'familie', 'kids', 'drinks', 'feiern']",49.0,,,,,,,,,
community cluster 2722,"['unique', 'awesome', 'matetea', 'beverage', 'urbandrinks', 'drinks', 'localbusiness', 'berries']",34.0,,,,,,,,,
community cluster 2723,"['muttertag', 'family', 'shopping', 'cinema', 'love', 'familie', 'selfmade']",56.25,,,,,,,,,
community cluster 2724,"['cocktail', 'urlaub', 'natur', 'feiern', 'mahlzeit', 'burger', 'vegetarisch', 'abkühlung']",42.0,,,,,,,,,
community cluster 2725,"['muttertag', 'cinema', 'love', 'familie', 'fresh', 'mixing', 'abkühlung']",47.25,,,,,,,,,
community cluster 2726,"['muttertag', 'family', 'photoshoot', 'cinema', 'familie', 'discover']",35.0,,,,,,,,,
community cluster 2727,"['wien', 'kärnten', 'styria', 'vienna', 'graz', 'herbst', 'visitaustria']",61.875,,,,,,,,,
community cluster 2728,"['visitgraz', 'wien', 'styria', 'vienna', 'ostern', 'stadtgraz', 'austria', 'visitaustria']",65.0,,,,,,,,,
community cluster 2729,"['wien', 'styria', 'vienna', 'graz', 'ostern', 'herbst', 'austria', 'see']",52.0,,,,,,,,,
community cluster 2730,"['wien', 'see', 'vienna', 'ostern', 'austria', 'fotoshooting']",45.0,,,,,,,,,
community cluster 2731,"['tb', 'styria', 'paradise', 'relaxing', 'goldenhour', 'sunset', 'oberösterreich', 'swimming']",51.0,,,,,,,,,
community cluster 2732,"['photoshoot', 'paradise', 'student', 'graz', 'park', 'beverage', 'coworkingspace', 'fruit']",20.0,,,,,,,,,
community cluster 2733,"['goodvibes', 'styria', 'streetfood', 'student', 'photography', 'familytime', 'beverage', 'dusk']",54.0,,,,,,,,,
community cluster 2734,"['2min2mio', 'styria', 'paradise', 'awesome', 'relaxing', 'igersgraz', 'unique']",66.375,,,,,,,,,
community cluster 2735,"['wonderful', 'throwback', 'goldenhour', 'snapshot', 'sea', 'swimming', 'dusk']",34.875,,,,,,,,,
community cluster 2736,"['travel', 'happiness', 'relaxing', 'goldenhour', 'mood', 'snapshot', 'sea', 'dusk']",52.0,,,,,,,,,
community cluster 2737,"['wonderful', 'relaxing', 'goldenhour', 'mood', 'snapshot', 'sea', 'swimming', 'dusk']",33.0,,,,,,,,,
community cluster 2738,"['paradise', 'steiermark', 'relaxing', 'graz', 'goldenhour', 'mood', 'unique', 'swimming']",42.0,,,,,,,,,
community cluster 2739,"['goodvibes', 'travel', 'happiness', 'relaxing', 'snapshot', 'swimming', 'sea', 'igersaustria']",66.0,,,,,,,,,
community cluster 2740,"['goodvibes', 'happiness', 'relaxing', 'goldenhour', 'mood', 'igersgraz', 'unique', 'sea']",64.0,,,,,,,,,
community cluster 2741,"['raspberry', '2min2mio', 'awesome', 'steiermark', 'igersaustria', 'beverage', 'igersgraz', 'stayhealthy']",76.0,,,,,,,,,
community cluster 2742,"['goodvibes', 'goldenhour', 'mood', 'supportyourlocal', 'snapshot', 'sea']",46.25,,,,,,,,,
community cluster 2743,"['happiness', 'awesome', 'igersaustria', 'beverage', 'nice', 'igersgraz', 'drinks', 'stayhealthy']",75.0,,,,,,,,,
community cluster 2744,"['raspberry', '2min2mio', 'stayhealthy', 'drinks', 'igersgraz', 'unique', 'igersaustria']",70.875,,,,,,,,,
community cluster 2745,"['raspberry', 'icetea', 'beverage', 'startup', 'yummy', 'unique', 'teatime', 'stayhealthy']",53.0,,,,,,,,,
community cluster 2746,"['local', 'beverage', 'icetea', 'running', 'teatime', 'weekend']",47.5,,,,,,,,,
community cluster 2747,"['goodvibes', 'travel', 'local', 'streetfood', 'familytime', 'mood', 'snapshot']",51.75,,,,,,,,,
community cluster 2748,"['goodvibes', 'park', 'lunch', 'supportyourlocal', 'igersgraz', 'drinks', 'igersaustria', 'weekend']",81.0,,,,,,,,,
community cluster 2749,"['wonderful', 'happiness', 'enjoythemoment', 'wanderlust', 'supportyourlocal', 'snapshot', 'sea']",43.875,,,,,,,,,
community cluster 2750,"['goodvibes', 'streetfood', 'familytime', 'coworkingspace', 'yummy', 'weekend']",52.5,,,,,,,,,
community cluster 2751,"['wonderful', 'goodvibes', 'travel', 'summerinthecity', 'student', 'vienna', 'repost', 'fun']",61.0,,,,,,,,,
community cluster 2752,"['unique', 'lunch', 'beverage', 'igersgraz', 'fruit', 'drinks', 'stayhealthy']",54.0,,,,,,,,,
community cluster 2753,"['drinks', 'tasty', 'lunch', 'beverage', 'fruit', 'yummy', 'unique', 'igersaustria']",55.0,,,,,,,,,
community cluster 2754,"['animals', 'lecker', 'tasty', 'streetfood', 'food', 'delicious', 'yummy']",56.25,,,,,,,,,
community cluster 2755,"['beautifulplaces', 'travel', 'photoshoot', 'relax', 'vienna', 'highheels', 'discover']",55.125,,,,,,,,,
community cluster 2756,"['friends', 'music', 'styria', 'summerinthecity', 'vienna', 'friendship', 'highheels', 'discover']",63.0,,,,,,,,,
community cluster 2757,"['summer2021', 'fresh', 'friday', 'repost', 'mood', 'weekendvibes', 'musicvideo', 'fun']",52.0,,,,,,,,,
community cluster 2758,"['friendshipgoals', 'family', 'sunnyday', 'citylife', 'vienna', 'repost', 'highheels', 'discover']",49.0,,,,,,,,,
community cluster 2759,"['friends', 'music', 'friendshipgoals', 'summervibes', 'sunnyday', 'grillen', 'repost', 'summer']",57.0,,,,,,,,,
community cluster 2760,"['travel', 'happy', 'summerinthecity', 'graz', 'homeoffice', 'austria', 'discover']",39.375,,,,,,,,,
community cluster 2761,"['summertime', 'wedding', 'summerinthecity', 'natur', 'gastro', 'homeoffice', 'austria']",36.0,,,,,,,,,
community cluster 2762,"['happy', 'sommer', 'businesswoman', 'vienna', 'highheels', 'herbst', 'discover']",51.75,,,,,,,,,
community cluster 2763,"['wien', 'ginger', 'sonntag', 'sommer', 'österreich', 'photography', 'food', 'äpfel']",64.0,,,,,,,,,
community cluster 2764,"['summertime', 'shopping', 'österreich', 'life', 'vienna', 'sonne', 'coffeetime', 'berge']",50.0,,,,,,,,,
community cluster 2765,"['cute', 'animals', 'österreich', 'summervibes', 'glutenfrei', 'coffee', 'delicious', 'black']",58.0,,,,,,,,,
community cluster 2766,"['breakfast', 'cute', 'wien', 'österreich', 'love', 'donau', 'vienna', 'healthyfood']",82.0,,,,,,,,,
community cluster 2767,"['colour', 'littlething', 'familie', 'pusteblume', 'vienna', 'flower', 'zellamsee', 'farmlife']",23.0,,,,,,,,,
community cluster 2768,"['muttertag', 'holiday', 'auszeit', 'happyday', 'ferien', 'holidays', 'enjoy', 'kaffee']",50.0,,,,,,,,,
community cluster 2769,"['muttertag', 'ferien', 'sun', 'mood', 'holidays', 'moments', 'kaffee', 'walkingaround']",46.0,,,,,,,,,
community cluster 2770,"['summertime', 'qualitytime', 'auszeit', 'love', 'photography', 'sun', 'holidays', 'summer']",75.0,,,,,,,,,
community cluster 2771,"['instagram', 'catlover', 'catsofinstagram', 'catlovers', 'cats', 'vienna', 'cat', 'catstagram']",32.0,,,,,,,,,
community cluster 2772,"['catlife', 'vienna', 'kittens', 'pets', 'meow', 'kitty', 'kitten', 'instacat']",22.0,,,,,,,,,
community cluster 2773,"['breakfast', 'catoftheday', 'animals', 'lovecats', 'pet', 'vienna', 'world', 'healthyfood']",40.0,,,,,,,,,
community cluster 2774,"['cute', 'wien', 'animals', 'lecker', 'glutenfrei', 'summer', 'yummy']",50.625,,,,,,,,,
community cluster 2775,"['bestfriends', 'fotography', 'love', 'vegetables', 'ferien', 'mood', 'moments', 'kaffee']",43.0,,,,,,,,,
community cluster 2776,"['qualitytime', 'love', 'summervibes', 'familytime', 'coffeetime', 'red', 'summer', 'walkingaround']",61.0,,,,,,,,,
community cluster 2777,"['instacats', 'catsagram', 'cake', 'vienna', 'glutenfrei', 'torte', 'glutenfree', 'cutecats']",29.0,,,,,,,,,
community cluster 2778,"['breakfast', 'wien', 'shopping', 'tasty', 'photography', 'glutenfrei', 'herbst', 'delicious']",60.0,,,,,,,,,
community cluster 2779,"['geburtstag', 'pistazien', 'vienna', 'mozartkugeln', 'vollgut', 'marzipan', 'schokolade', 'chocolate']",26.0,,,,,,,,,
community cluster 2780,"['daslebenversüßen', 'bestenkinderwelt', 'beef', 'farm', 'vienna', 'wagyubeef', 'wagyu', 'bauernhof']",21.0,,,,,,,,,
community cluster 2781,"['süßes', 'mittagessen', 'meat', 'essen', 'frühling', 'mahlzeit', 'fleisch', 'burger']",29.0,,,,,,,,,
