community_clusters,hashtags_of_community_clusters,score_of_community_clusters,silhouette_score_of_community_cluster,score_multiplied
community cluster 169,"['adventuretime', 'family', 'styria', 'memories', 'happiness', 'girlswithglasses', 'winzer', 'art']",58,-0.179487179487179,-10.4102564102564
community cluster 18,"['photooftheday', 'best', 'happy', 'smile', 'vacation', 'instadaily', 'igers', 'igersaustria']",61,-0.170731707317073,-10.4146341463415
community cluster 2067,"['breakfast', 'summervibes', 'sunnyday', 'coffee', 'blondhair', 'lifestyle']",62.5,-0.166666666666667,-10.4166666666667
community cluster 2225,"['local', 'proud', 'natur', 'marryicetea', 'startup', 'regional', 'berries', 'urban']",56,-0.186046511627907,-10.4186046511628
community cluster 2438,"['muttertag', 'freude', 'vegan', 'organic', 'happiness', 'kino', 'selfie', 'plantbased']",54,-0.193220338983051,-10.4338983050847
community cluster 3738,"['friends', 'cessna152', 'flyinginthesky', 'summerinthecity', 'steigeinundfliegmit', 'cessna152pilot', 'rotweissrot', 'flyinginaustria']",22,-0.474358974358974,-10.4358974358974
community cluster 1340,"['activewear', 'travel', 'viennablogger', 'austrianblogger', 'discoverunder10k', 'outfitinspiration', 'photography', 'happyme']",53,-0.196969696969697,-10.4393939393939
community cluster 1256,"['happiness', 'austrianblogger', 'summervibes', 'businesswoman', 'outfit', 'vacationmode', 'austria', 'nakdfashion']",53,-0.196969696969697,-10.4393939393939
community cluster 2907,"['yellowheels', 'banana', 'artwork', 'firstprize', 'photoshooting', 'stayhealthy', 'yellowshoes']",29.25,-0.357142857142857,-10.4464285714286
community cluster 2429,"['muttertag', 'freude', 'nachhaltig', 'genuss', 'brunch', 'kochenmitliebe', 'geldsparen']",40.5,-0.258181818181818,-10.4563636363636
community cluster 800,"['inspiration', 'networking', 'gründerin', 'summervibes', 'frühstückingraz', 'startup', 'zerowaste', 'lebensmittelretten']",58,-0.180555555555556,-10.4722222222222
community cluster 1391,"['lockdown', '2021', 'styria', 'love', 'steiermark', 'graz', 'insta', 'weekendvibes']",76,-0.137931034482759,-10.4827586206897
community cluster 603,"['summertime', 'monday', 'austrianblogger', 'vacationtime', 'mondaymotivation', 'flowerpower', 'austria', 'vacay']",31,-0.338235294117647,-10.4852941176471
community cluster 1890,"['lockdown', 'vegan', 'kunsthauscafe', 'enjoylife', 'vienna', 'winelover', 'italy', 'organic']",63,-0.166666666666667,-10.5
community cluster 2700,"['goodvibes', 'refresh', '2min2mio', 'local', 'newin', 'win', 'verrücktnachmarry', 'lifestyle']",44,-0.238805970149254,-10.5074626865672
community cluster 2105,"['goodmorning', 'frühlingsgefühle', 'marryicetea', 'photography', 'outdoor', 'tea', 'winterwonderland', 'art']",58,-0.181818181818182,-10.5454545454545
community cluster 2950,"['linz', 'happy', 'passagelinz', 'popup', 'awesome', 'popupstores', 'popupstore', 'newshoes']",26,-0.405660377358491,-10.5471698113208
community cluster 742,"['freude', 'selbstbewusstsein', 'glaubandich', 'soundhorn', 'selbstliebe', 'folgedeinemherzen', 'dubistwertvoll']",20.25,-0.521008403361345,-10.5504201680672
community cluster 2540,"['wedding', 'foodlover', 'proud', 'graz', 'igersgraz', 'trinken', 'durstlöscher', 'drinks']",57,-0.185185185185185,-10.5555555555556
community cluster 1512,"['explore', 'natur', 'nature', 'restaurant', 'art', 'beautiful', 'igers', 'visitaustria']",66,-0.16,-10.56
community cluster 1105,"['friends', 'friendshipgoals', 'fotografie', 'happy', 'familygoals', 'sunday', 'awesome', 'perfectday']",50,-0.211538461538462,-10.5769230769231
community cluster 3787,"['friends', 'flyinginthesky', 'summerinthecity', 'steigeinundfliegmit', 'natureshot', 'cessna152pilot', 'rotweissrot', 'flyinginaustria']",22,-0.481012658227848,-10.5822784810127
community cluster 583,"['gewinnspiel', 'pizzateig', 'onlineshopping', 'supportyourlocal', 'regionaleprodukte', 'pizza']",38.75,-0.273182957393484,-10.5858395989975
community cluster 3587,"['summer2021', 'travelphotography', 'travelgram', 'traveling', 'mountain', 'travelingram']",30,-0.353099730458221,-10.5929919137466
community cluster 775,"['women', 'stronggirl', 'igershamburg', 'solopreneur', 'mayaangelou', 'steiermark', 'dontquit', 'chefin']",25,-0.423728813559322,-10.5932203389831
community cluster 1369,"['travelphotography', 'travel', 'wandern', 'wanderlust', 'bergwelten', 'vacation', 'austria', 'vacay']",53,-0.2,-10.6
community cluster 27,"['friends', 'travelgram', 'tb', 'photography', 'graz', 'sun', 'greece', 'sea']",65,-0.163265306122449,-10.6122448979592
community cluster 206,"['presents', 'nextlevel', 'newchapter', 'igersgraz', 'beautiful', 'glitter', 'austria', 'igersaustria']",55,-0.192982456140351,-10.6140350877193
community cluster 858,"['breakfast', 'frühstück', 'fotografie', 'italianfood', 'essenmachtglücklich', 'happyme', 'vegetarisch', 'lavendel']",38,-0.279411764705882,-10.6176470588235
community cluster 1349,"['blogger_at', 'activewear', 'travel', 'viennablogger', 'discoverunder10k', 'outfitinspiration', 'veganfood']",36,-0.295238095238095,-10.6285714285714
community cluster 1699,"['cocktail', 'erfrischend', 'sommer', 'fresh', 'wochenende', 'icedtea', 'beeren', 'freitag']",39,-0.272727272727273,-10.6363636363636
community cluster 566,"['spicy', 'gewinnspiel', 'sunrise', 'pizzateig', 'birthday', 'cocktails', 'startup', 'pizza']",49,-0.217391304347826,-10.6521739130435
community cluster 3567,"['steirer', 'veggie', 'instafood', 'igersgraz', 'drinks', 'austria', 'igersaustria']",65.25,-0.163265306122449,-10.6530612244898
community cluster 2055,"['qualitytime', 'newyear', '2021', 'summervibes', 'igersvienna', 'happynewyear', 'vienna', 'traveladdict']",64,-0.166666666666667,-10.6666666666667
community cluster 1323,"['picoftheday', 'ootd', 'summervibes', 'strongwomen', 'fashionista', 'fashionphotography', 'selflove', 'vacationmode']",50,-0.213333333333333,-10.6666666666667
community cluster 3596,"['summervibes', 'berlinstyle', 'afghanistan', 'mood', 'berlin', 'energy', 'summerstyle', 'lifestyle']",42,-0.253968253968254,-10.6666666666667
community cluster 2832,"['kitchen', 'keepsmiling', 'summertime', 'mauntain', 'vienna', 'vegtables', 'healthyfood', 'lovecooking']",38,-0.280701754385965,-10.6666666666667
community cluster 3764,"['austriatour', 'love', 'austriaisbeautiful', 'natureshot', 'natureofinstagram', 'austrialovers', 'carpediem', 'natureinfocus']",28,-0.380952380952381,-10.6666666666667
community cluster 2535,"['breakfast', 'family', 'vegan', 'österreich', 'foodlover', 'marryicetea', 'graz', 'plastikfrei']",63,-0.169491525423729,-10.6779661016949
community cluster 2538,"['breakfast', 'nachhaltig', 'steiermark', 'eistee', 'trinken', 'durstlöscher', 'drinks', 'erfrischung']",63,-0.169491525423729,-10.6779661016949
community cluster 2002,"['longhair', 'photography', 'goodtimes', 'healthy', 'sun', 'winterwonderland', 'spring']",60.75,-0.175824175824176,-10.6813186813187
community cluster 2909,"['newshoes', 'happyhalloween', 'artofinstagram', 'paradise', 'memes', 'artoftheday', 'igersaustria', 'artwork']",36,-0.296875,-10.6875
community cluster 1532,"['lifestyle', 'video', 'raspberry', 'lockdown', 'vegan', 'happysunday', 'nice', 'art']",53,-0.201754385964912,-10.6929824561404
community cluster 256,"['adventuretime', 'traveling', 'styria', 'relax', 'chemistrylifestyle', 'chemists', 'fun', 'sunglasses']",51,-0.209876543209877,-10.7037037037037
community cluster 2834,"['muse', 'cinema', 'vienna', 'farmerlife', 'tonight', 'burgenland', 'sonnenuntergang', 'band']",26,-0.411764705882353,-10.7058823529412
community cluster 2848,"['relax', 'happyhalloween', 'halloween2020', 'europe', 'shoesonfire', 'newshoes', 'greece', 'memes']",30,-0.357142857142857,-10.7142857142857
community cluster 408,"['naturephotography', 'friends', 'happyweekend', 'wandern', 'party', 'cheers', 'coffeelover', 'teatime']",56,-0.191419141914191,-10.7194719471947
community cluster 335,"['hiking', 'genießen', 'nature', 'tomaten', 'naturpur', 'visitstyria', 'austria', 'visitaustria']",44,-0.243827160493827,-10.7283950617284
community cluster 2523,"['Österreich', 'wien', 'mountains', 'wandern', 'schweinsbraten', 'sun', 'food']",57.375,-0.187192118226601,-10.7401477832512
community cluster 3219,"['new', 'museumsquartier', 'firstprize', 'vienna', 'together', 'share', 'Museen', 'austria']",28,-0.383647798742138,-10.7421383647799
community cluster 1990,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'supportyourlocal', 'winelover', 'localbusiness', 'spring']",34,-0.316091954022988,-10.7471264367816
community cluster 1991,"['winelife', 'roséallday', 'fresh', 'wineoclock', 'refreshing', 'supportyourlocal', 'winelover', 'winterwonderland']",34,-0.316091954022988,-10.7471264367816
community cluster 1151,"['silvester', 'holiday', 'österreich', 'xmas', 'merrychristmas', 'instagood', 'fun']",61.875,-0.174025974025974,-10.7678571428571
community cluster 2583,"['erfrischung', 'supportsmallbusiness', 'startup', 'coffeelover', 'breakfastingraz', 'austria', 'bestbreakfast', 'interview']",39,-0.276371308016878,-10.7784810126582
community cluster 810,"['inspiration', 'frühstückingraz', 'zerowaste', 'lebensmittelretten', 'stadtgraz', 'karriere', 'igersaustria']",46.125,-0.233766233766234,-10.7824675324675
community cluster 1423,"['cute', 'lifestyle', 'raspberry', 'lecker', 'style', 'life', 'fashion', 'art']",57,-0.189189189189189,-10.7837837837838
community cluster 2198,"['friends', 'family', 'marryicetea', 'familytime', 'business', 'cooking', 'motivation', 'delicious']",55,-0.196078431372549,-10.7843137254902
community cluster 1839,"['carinthia', 'inspiration', 'shopping', 'nature', 'flowerbouquet', 'tulips', 'flowerpower', 'fromwhereistand']",44,-0.245098039215686,-10.7843137254902
community cluster 1488,"['music', 'austrianblogger', 'happyday', 'life', 'cake', 'torte', 'fun']",51.75,-0.208791208791209,-10.8049450549451
community cluster 755,"['empowerment', 'summervibes', 'igersvienna', 'frauentag', 'steiermark', 'graz', 'internationalwomensday', 'igersaustria']",64,-0.168831168831169,-10.8051948051948
community cluster 1187,"['christmas', 'muttertag', 'love', 'bhfyp', 'fireworks', 'asianfoodforlife', 'newyears', 'teppanyaki']",44,-0.246153846153846,-10.8307692307692
community cluster 203,"['cargirl', 'winter', 'throwback', '2k19', 'babyitscoldoutside', 'christmastime', 'austria', 'winterwonderland']",32,-0.338461538461538,-10.8307692307692
community cluster 503,"['hiking', 'wandern', 'cake', 'photography', 'icetea', 'landscape', 'forest', 'fashion']",65,-0.166666666666667,-10.8333333333333
community cluster 1864,"['holiday', 'refresh', 'videodreh', 'graz', 'icetea', 'vacationmode', 'summer', 'afterwork']",39,-0.277777777777778,-10.8333333333333
community cluster 1566,"['visitgraz', 'mode', 'diestadtmeineslebens', 'graz', 'supportyourlocal', 'buylocal', 'tradition', 'fotoderwochegraz']",26,-0.416666666666667,-10.8333333333333
community cluster 832,"['foodblogger', 'nachspeise', 'melanzani', 'dessert', 'hunger', 'tomaten', 'food', 'igersgraz']",51,-0.2125,-10.8375
community cluster 2092,"['presents', 'goodmorning', 'tuscany', 'holiday', 'style', 'winelover', 'goodmood', 'winterwonderland']",42,-0.258064516129032,-10.8387096774194
community cluster 1838,"['fashionblogger', 'girlpower', 'flowers', 'love', 'igersvienna', 'italia', 'vacation', 'italy']",66,-0.164556962025316,-10.8607594936709
community cluster 3725,"['cessna152', 'love', 'hirschkäferliebe', 'stagbettle', 'naturelove', 'hirschkäferontour']",35,-0.310344827586207,-10.8620689655172
community cluster 3585,"['summer2021', 'summerlove', 'traveling', 'travel', 'mountain', 'love', 'travelingram']",56.25,-0.19327731092437,-10.8718487394958
community cluster 853,"['kuchen', 'essenmachtglücklich', 'dessert', 'grazerblogger', 'tomaten', 'mahlzeit', 'garten', 'food']",31,-0.350877192982456,-10.8771929824561
community cluster 2724,"['cocktail', 'urlaub', 'natur', 'feiern', 'mahlzeit', 'burger', 'vegetarisch', 'abkühlung']",42,-0.259259259259259,-10.8888888888889
community cluster 325,"['friends', 'adventure', 'winter', 'speechless', 'steiermark', 'bucketlist', 'croatia']",59.625,-0.182724252491694,-10.8949335548173
community cluster 2081,"['throwback', 'travel', 'frühlingsgefühle', 'bellaitalia', 'vacation', 'beautiful', 'traveladdict']",58.5,-0.186440677966102,-10.906779661017
community cluster 1998,"['fresh', 'refreshing', 'drink', 'cold', 'winterwonderland', 'yummy']",45,-0.242424242424242,-10.9090909090909
community cluster 2489,"['naturelover', 'travelgram', 'mountains', 'summervibes', 'naturelove', 'austria', 'visitaustria']",50.625,-0.215686274509804,-10.9191176470588
community cluster 416,"['photooftheday', 'detox', 'travel', 'merrychristmas', 'teatime', 'yummy', 'art']",65.25,-0.16734693877551,-10.919387755102
community cluster 3825,"['loveit', 'baloncesto', 'nopuedodormir', 'friday', 'afghanistan', 'weekendvibes', 'igersberlin', 'weekend']",34,-0.321428571428571,-10.9285714285714
community cluster 577,"['genießen', 'local', 'falstaff', 'cocktails', 'bar', 'supportyourlocal', 'magazine', 'austria']",35,-0.3125,-10.9375
community cluster 3664,"['austriagram', 'cessna152', 'austriatoday', 'love', 'austriatrip', 'natureshot']",33.75,-0.324324324324324,-10.945945945946
community cluster 97,"['sunshine', 'home', 'autumn', 'photography', 'roadtrip', 'tbt', 'mindset', 'weekend']",59,-0.185534591194968,-10.9465408805031
community cluster 2912,"['österreich', 'yellowshoes', 'happyhalloween', 'awesome', 'halloween2020', 'shoesonfire', 'newshoes', 'art']",39,-0.280821917808219,-10.9520547945206
community cluster 3679,"['summer2021', 'artlovers', 'styria', 'artgram', 'artofinstagram', 'sandinthecity', 'artoftheday', 'artwork']",32,-0.342465753424658,-10.958904109589
community cluster 1,"['snow', 'skiing', 'mountains', 'sun', 'weather', 'beautiful', 'sunglasses']",43.875,-0.25,-10.96875
community cluster 3680,"['styria', 'kreuzteich', 'water', 'tragöss', 'nature_brilliance', 'lake', 'naturevideo', 'nature_of_our_world']",23,-0.476923076923077,-10.9692307692308
community cluster 1483,"['foodlover', 'kuchen', 'tasty', 'instadaily', 'lunch', 'cooking', 'foodie', 'delicious']",42,-0.261818181818182,-10.9963636363636
community cluster 2219,"['refresh', 'partnerincrime', 'marryicetea', 'sunset', 'youngandurban', 'perfectmoment', 'icedtea', 'newdrink']",30,-0.366666666666667,-11
community cluster 3566,"['foodlover', 'foodblogger', 'foodiesofinstagram', 'mitliebegemacht', 'mahlzeit', 'foodofinstagram']",28.75,-0.382978723404255,-11.0106382978723
community cluster 2124,"['blueeyes', 'cute', 'styria', 'startuplife', 'snapshot', 'verrücktnachmarry', 'regional', 'urban']",47,-0.234375,-11.015625
community cluster 379,"['breakfast', 'winter', 'wandern', 'nature', 'photography', 'salami', 'pumpkin', 'fashion']",71,-0.155172413793104,-11.0172413793104
community cluster 3543,"['cocktail', 'vintagelocation', 'sponsion', 'sonnenschein', 'mitliebegemacht', 'schatten', 'food', 'geburtstagslocation']",24,-0.459459459459459,-11.027027027027
community cluster 1877,"['photoshoot', 'stayhome', 'ootd', 'summervibes', 'sunnyday', 'holidays', 'verrücktnachmarry', 'photoshooting']",57,-0.193548387096774,-11.0322580645161
community cluster 2841,"['summer2021', 'summertime', 'sightseeing', 'style', 'nature', 'life', 'walkingaround']",52.875,-0.208791208791209,-11.0398351648352
community cluster 2254,"['foodporn', 'local', 'foodlover', 'proud', 'startuplife', 'startup', 'berries']",60.75,-0.181818181818182,-11.0454545454545
community cluster 3739,"['summer2021', 'grazlovers', 'visitgraz', 'cessna152', 'fun', 'sandskulpturen', 'sandinthecity', 'hauptplatzgraz']",30,-0.368421052631579,-11.0526315789474
community cluster 143,"['sunshine', 'flowers', 'summervibes', 'citylife', 'marryicetea', 'fun', 'motivation', 'sunglasses']",72,-0.15359477124183,-11.0588235294118
community cluster 891,"['breakfast', 'gewinnspiel', 'sommer', 'italianfood', 'grazerblogger', 'veggiefood', 'vegetarisch', 'lavendel']",43,-0.257575757575758,-11.0757575757576
community cluster 590,"['plants', 'verlosung', 'friendshipgoals', 'geburtstag', 'birthday', 'love', 'austria', 'gewinnen']",38,-0.291666666666667,-11.0833333333333
community cluster 2906,"['banana', 'österreich', 'happyhalloween', 'halloween2020', 'shoesonfire', 'newshoes', 'austria', 'memes']",28,-0.396825396825397,-11.1111111111111
community cluster 341,"['beer', 'hiking', 'nature', 'friendship', 'bucketlist', 'burger', 'austria']",47.25,-0.235521235521236,-11.1283783783784
community cluster 1772,"['mate', 'probieren', 'netherlands', 'vegan', 'review', 'frisch', 'niederlande', 'tester']",32,-0.347826086956522,-11.1304347826087
community cluster 1308,"['foodlover', 'healthylifestyle', 'health', 'graz', 'grazerblogger', 'kooperation', 'veganbreakfast', 'austria']",26,-0.428169014084507,-11.1323943661972
community cluster 1515,"['ringana', 'vegan', 'nature', 'sport', 'photography', 'healthy', 'visitaustria', 'weekend']",78,-0.142857142857143,-11.1428571428571
community cluster 1820,"['girlpower', 'ootd', 'summervibes', 'italia', 'italy', 'outfitoftheday', 'art']",58.5,-0.190476190476191,-11.1428571428571
community cluster 496,"['winter', 'wandern', 'nature', 'salami', 'pumpkin', 'healthyfood', 'snack', 'break']",52,-0.214285714285714,-11.1428571428571
